JNLNO,MERCHANTNO,PRODID,DUENO,CONTNO,IDTYPE,IDNO,IDNAME,LOANAMOUNT,LOANDATE,DUEDATE,NORMALRATES,PENALTYRATES,REPAYTYPE,CHANNELJNLNO,SendRouterJnlNo,CREATETIME,UPDATETIME,year_month
010120190427000027350901000000,20180003,LN0031,20190010050125,20190306000000006905,ZJ35,913301055660924421,杭州瀚元贸易有限公司,5872.0,2019-04-26,2019-10-23,5.65,18.0,4,32138220190426163650604992030000,32138220190426163650604992030000,2019-04-27 07:00:01,2019-04-27 07:00:01,2019-04
010120190427000027351001000000,20180003,LN0031,20190010050119,20190301000000006827,ZJ35,91440101331496266G,广州星尊汽车配件有限公司,450383.72,2019-04-26,2019-10-13,5.65,18.0,4,32138220190426144750387992030000,32138220190426144750387992030000,2019-04-27 07:00:01,2019-04-27 07:00:01,2019-04
010120190427000027351201000000,20180003,LN0031,20190010050108,20190325000000007486,ZJ35,91110108MA01DWL262,北京航天鑫瑞科技发展有限公司,262561.0,2019-04-26,2019-10-23,5.65,18.0,4,32138220190426134248515992030000,32138220190426134248515992030000,2019-04-27 07:00:01,2019-04-27 07:00:01,2019-04
010120190427000027351301000000,20180003,LN0031,20190010050106,20190306000000006905,ZJ35,913301055660924421,杭州瀚元贸易有限公司,905833.0,2019-04-26,2019-10-23,5.65,18.0,4,32138220190426113231503992030000,32138220190426113231503992030000,2019-04-27 07:00:01,2019-04-27 07:00:01,2019-04
010120190427000027351401000000,20180003,LN0031,20190010050107,20190325000000007486,ZJ35,91110108MA01DWL262,北京航天鑫瑞科技发展有限公司,226870.0,2019-04-26,2019-10-23,5.65,18.0,4,32138220190426113841367992030000,32138220190426113841367992030000,2019-04-27 07:00:01,2019-04-27 07:00:01,2019-04
010120190427000027351501000000,20180003,LN0031,20190010050127,20181205000000006325,ZJ35,912102005760637927,大连魔法皮肤科技有限公司,76243.0,2019-04-26,2019-10-23,5.65,18.0,4,32138220190426164753608992030000,32138220190426164753608992030000,2019-04-27 07:00:01,2019-04-27 07:00:01,2019-04
010120190427000027351601000000,20180003,LN0031,20190010050121,20190315000000007256,ZJ35,913301055773035327,杭州金石汽车配件有限公司,111126.0,2019-04-26,2019-10-23,5.65,18.0,4,32138220190426152354395992030000,32138220190426152354395992030000,2019-04-27 07:00:01,2019-04-27 07:00:01,2019-04
010120190427000027351701000000,20180003,LN0031,20190010050120,20190315000000007256,ZJ35,913301055773035327,杭州金石汽车配件有限公司,337500.0,2019-04-26,2019-10-23,5.65,18.0,4,32138220190426152352393992030000,32138220190426152352393992030000,2019-04-27 07:00:01,2019-04-27 07:00:01,2019-04
010120190427000027351801000000,20180003,LN0031,20190010050096,20190325000000007486,ZJ35,91110108MA01DWL262,北京航天鑫瑞科技发展有限公司,916825.0,2019-04-26,2019-10-23,5.65,18.0,4,32138220190426101020361992030000,32138220190426101020361992030000,2019-04-27 07:00:01,2019-04-27 07:00:01,2019-04
010120190427000027351901000000,20180003,LN0031,20190010050128,20190315000000007257,ZJ35,91330105MA27WWGW24,杭州冉众汽车服务有限公司,368643.0,2019-04-26,2019-10-23,5.65,18.0,4,32138220190426164920425992030000,32138220190426164920425992030000,2019-04-27 07:00:01,2019-04-27 07:00:01,2019-04
010120190429000027487001000000,20180003,LN0031,20190010052003,20190215000000006644,ZJ35,911101050855289621,北京旭日驰泰汽车商贸有限公司,269557.0,2019-04-28,2019-10-25,5.65,18.0,4,32138220190428100020078992030000,32138220190428100020078992030000,2019-04-29 07:00:01,2019-04-29 07:00:01,2019-04
010120190429000027487101000000,20180003,LN0031,20190010052010,20190215000000006644,ZJ35,911101050855289621,北京旭日驰泰汽车商贸有限公司,274138.0,2019-04-28,2019-10-25,5.65,18.0,4,32138220190428112659345992030000,32138220190428112659345992030000,2019-04-29 07:00:01,2019-04-29 07:00:01,2019-04
010120190429000027487201000000,20180003,LN0031,20190010052019,20190215000000006644,ZJ35,911101050855289621,北京旭日驰泰汽车商贸有限公司,249442.0,2019-04-28,2019-10-25,5.65,18.0,4,32138220190428141357114992030000,32138220190428141357114992030000,2019-04-29 07:00:01,2019-04-29 07:00:01,2019-04
010120190429000027487501000000,20180003,LN0031,20190010052031,20190428000000008337,ZJ35,91320583330878377U,昆山皇硕商贸有限公司,127990.0,2019-04-28,2019-10-25,5.65,18.0,4,32138220190428163628397992030000,32138220190428163628397992030000,2019-04-29 07:00:01,2019-04-29 07:00:01,2019-04
010120190429000027487701000000,20180003,LN0031,20190010052023,20190215000000006644,ZJ35,911101050855289621,北京旭日驰泰汽车商贸有限公司,273910.0,2019-04-28,2019-10-25,5.65,18.0,4,32138220190428151711382992030000,32138220190428151711382992030000,2019-04-29 07:00:01,2019-04-29 07:00:01,2019-04
010120190429000027487801000000,20180003,LN0031,20190010052024,20190428000000008337,ZJ35,91320583330878377U,昆山皇硕商贸有限公司,111530.0,2019-04-28,2019-10-25,5.65,18.0,4,32138220190428154836387992030000,32138220190428154836387992030000,2019-04-29 07:00:01,2019-04-29 07:00:01,2019-04
010120190429000027487901000000,20180003,LN0031,20190010052000,20190215000000006644,ZJ35,911101050855289621,北京旭日驰泰汽车商贸有限公司,267475.0,2019-04-28,2019-10-25,5.65,18.0,4,32138220190428092602068992030000,32138220190428092602068992030000,2019-04-29 07:00:01,2019-04-29 07:00:01,2019-04
010120190429000027488201000000,20180003,LN0031,20190010052022,20190428000000008337,ZJ35,91320583330878377U,昆山皇硕商贸有限公司,134130.0,2019-04-28,2019-10-25,5.65,18.0,4,32138220190428150155128992030000,32138220190428150155128992030000,2019-04-29 07:00:01,2019-04-29 07:00:01,2019-04
010120190429000027488301000000,20180003,LN0031,20190010052025,20190428000000008337,ZJ35,91320583330878377U,昆山皇硕商贸有限公司,109320.0,2019-04-28,2019-10-25,5.65,18.0,4,32138220190428160520390992030000,32138220190428160520390992030000,2019-04-29 07:00:01,2019-04-29 07:00:01,2019-04
010120190429000027488401000000,20180003,LN0031,20190010052026,20190225000000006735,ZJ35,913709023130010125,泰安快车手汽车服务有限公司,598180.0,2019-04-28,2019-10-25,5.65,18.0,4,32138220190428162747395992030000,32138220190428162747395992030000,2019-04-29 07:00:01,2019-04-29 07:00:01,2019-04
010120190429000027488501000000,20180003,LN0031,20190010052016,20190228000000006799,ZJ35,913709023104419448,泰安松润商贸有限公司,749980.0,2019-04-28,2019-10-25,5.65,18.0,4,32138220190428120404090992030000,32138220190428120404090992030000,2019-04-29 07:00:01,2019-04-29 07:00:01,2019-04
010120190429000027488601000000,20180003,LN0031,20190010052009,20190215000000006644,ZJ35,911101050855289621,北京旭日驰泰汽车商贸有限公司,301550.0,2019-04-28,2019-10-25,5.65,18.0,4,32138220190428105256083992030000,32138220190428105256083992030000,2019-04-29 07:00:01,2019-04-29 07:00:01,2019-04
010120190430000027561601000000,20180003,LN0031,20190010052038,20181205000000006325,ZJ35,912102005760637927,大连魔法皮肤科技有限公司,135184.0,2019-04-29,2019-10-26,5.65,18.0,4,32138220190429101602002992030000,32138220190429101602002992030000,2019-04-30 07:00:01,2019-04-30 07:00:01,2019-04
010120190430000027561701000000,20180003,LN0031,20190010052035,20190225000000006735,ZJ35,913709023130010125,泰安快车手汽车服务有限公司,550066.0,2019-04-29,2019-10-26,5.65,18.0,4,32138220190429092221657992030000,32138220190429092221657992030000,2019-04-30 07:00:01,2019-04-30 07:00:01,2019-04
010120190430000027561801000000,20180003,LN0031,20190010052050,20181205000000006325,ZJ35,912102005760637927,大连魔法皮肤科技有限公司,117938.0,2019-04-29,2019-10-26,5.65,18.0,4,32138220190429145229020992030000,32138220190429145229020992030000,2019-04-30 07:00:01,2019-04-30 07:00:01,2019-04
010120190430000027561901000000,20180003,LN0031,20190010052041,20190428000000008337,ZJ35,91320583330878377U,昆山皇硕商贸有限公司,116050.0,2019-04-29,2019-10-26,5.65,18.0,4,32138220190429114521011992030000,32138220190429114521011992030000,2019-04-30 07:00:01,2019-04-30 07:00:01,2019-04
010120190430000027562001000000,20180003,LN0031,20190010052052,20181205000000006325,ZJ35,912102005760637927,大连魔法皮肤科技有限公司,169472.0,2019-04-29,2019-10-26,5.65,18.0,4,32138220190429160015126992030000,32138220190429160015126992030000,2019-04-30 07:00:01,2019-04-30 07:00:01,2019-04
010120190430000027562201000000,20180003,LN0031,20190010052042,20181224000000006378,ZJ35,91330105MA27WUXJ92,杭州闿丰汽车服务有限公司,289000.0,2019-04-29,2019-10-26,5.65,18.0,4,32138220190429115326009992030000,32138220190429115326009992030000,2019-04-30 07:00:01,2019-04-30 07:00:01,2019-04
010120190506000027895301000000,20180003,LN0031,20190010055006,20190215000000006640,ZJ35,91410802MA40N91F3E,焦作程尧商贸有限公司,85918.0,2019-05-05,2019-11-01,5.65,18.0,4,32138220190505102453201992030000,32138220190505102453201992030000,2019-05-06 07:00:01,2019-05-06 07:00:01,2019-05
010120190507000027946401000000,20180003,LN0031,20190010055038,20190428000000008337,ZJ35,91320583330878377U,昆山皇硕商贸有限公司,180000.0,2019-05-06,2019-11-02,5.65,18.0,4,32138220190506164815076992030000,32138220190506164815076992030000,2019-05-07 07:00:01,2019-05-07 07:00:01,2019-05
010120190508000027992801000000,20180003,LN0031,20190010055047,20190111000000006529,ZJ35,91110105590696772W,北京博达鸿瑞商贸有限公司,499800.0,2019-05-07,2019-10-27,5.65,18.0,4,32138220190507144435664992030000,32138220190507144435664992030000,2019-05-08 07:00:01,2019-05-08 07:00:01,2019-05
010120190508000027993001000000,20180003,LN0031,20190010055051,20190411000000008019,ZJ35,91110105062793077Y,北京正坤亨业贸易有限公司,499620.0,2019-05-07,2019-10-06,5.65,18.0,4,32138220190507155713229992030000,32138220190507155713229992030000,2019-05-08 07:00:01,2019-05-08 07:00:01,2019-05
010120190509000028058401000000,20180003,LN0031,20190010055076,20190411000000008041,ZJ35,91320404MA1X2NRX49,常州陆兵企业管理咨询有限公司,20000.0,2019-05-08,2019-11-04,5.65,18.0,4,32138220190508140957012992030000,32138220190508140957012992030000,2019-05-09 07:00:01,2019-05-09 07:00:01,2019-05
010120190509000028058501000000,20180003,LN0031,20190010055075,20181226000000006401,ZJ35,9112011006689975XT,天津车悦畅商贸有限公司,150000.0,2019-05-08,2019-11-04,5.65,18.0,4,32138220190508140956010992030000,32138220190508140956010992030000,2019-05-09 07:00:01,2019-05-09 07:00:01,2019-05
010120190509000028059101000000,20180003,LN0031,20190010055073,20190111000000006529,ZJ35,91110105590696772W,北京博达鸿瑞商贸有限公司,499620.0,2019-05-08,2019-10-27,5.65,18.0,4,32138220190508113309005992030000,32138220190508113309005992030000,2019-05-09 07:00:01,2019-05-09 07:00:01,2019-05
010120190509000028059201000000,20180003,LN0031,20190010055061,20190411000000008019,ZJ35,91110105062793077Y,北京正坤亨业贸易有限公司,499500.0,2019-05-08,2019-10-06,5.65,18.0,4,32138220190508101116468992030000,32138220190508101116468992030000,2019-05-09 07:00:01,2019-05-09 07:00:01,2019-05
010120190510000028138901000000,20180003,LN0031,20190010055098,20190508000000008413,ZJ35,91110105748808712J,北京胜瑞立商贸有限公司,57256.0,2019-05-09,2019-11-05,5.65,18.0,4,32138220190509151118007992030000,32138220190509151118007992030000,2019-05-10 07:00:01,2019-05-10 07:00:01,2019-05
010120190511000028195801000000,20180003,LN0031,20190010055179,20190510000000008459,ZJ35,91640100MA76D9UA32,宁夏浩源帮车邦电子商务有限公司,104525.0,2019-05-10,2019-11-06,5.65,18.0,4,32138220190510164427015992030000,32138220190510164427015992030000,2019-05-11 07:00:01,2019-05-11 07:00:01,2019-05
010120190511000028196301000000,20180003,LN0031,20190010055173,20190508000000008413,ZJ35,91110105748808712J,北京胜瑞立商贸有限公司,86321.0,2019-05-10,2019-11-06,5.65,18.0,4,32138220190510141410002992030000,32138220190510141410002992030000,2019-05-11 07:00:01,2019-05-11 07:00:01,2019-05
010120190514000028516801000000,20180003,LN0031,20190010058000,20190116000000006552,ZJ35,92110111L08100180K,北京市良乡车乐汽车修理站,206520.0,2019-05-13,2019-11-09,5.65,18.0,4,32138220190513093807662992030000,32138220190513093807662992030000,2019-05-14 07:00:01,2019-05-14 07:00:01,2019-05
010120190515000028573301000000,20180003,LN0031,20190010058021,20190117000000006561,ZJ35,91370104306908513J,山东易联汽车配件有限公司,203375.0,2019-05-14,2019-11-05,5.65,18.0,4,32138220190514092723361992030000,32138220190514092723361992030000,2019-05-15 07:00:01,2019-05-15 07:00:01,2019-05
010120190515000028573401000000,20180003,LN0031,20190010058026,20190117000000006561,ZJ35,91370104306908513J,山东易联汽车配件有限公司,324105.0,2019-05-14,2019-11-05,5.65,18.0,4,32138220190514102200010992030000,32138220190514102200010992030000,2019-05-15 07:00:01,2019-05-15 07:00:01,2019-05
010120190515000028573601000000,20180003,LN0031,20190010058029,20190411000000008041,ZJ35,91320404MA1X2NRX49,常州陆兵企业管理咨询有限公司,18250.0,2019-05-14,2019-11-10,5.65,18.0,4,32138220190514115947379992030000,32138220190514115947379992030000,2019-05-15 07:00:01,2019-05-15 07:00:01,2019-05
010120190515000028573801000000,20180003,LN0031,20190010058028,20190510000000008460,ZJ35,91640100MA76D9U01H,宁夏兴伟帮车邦电子商务有限公司,99900.0,2019-05-14,2019-11-10,5.65,18.0,4,32138220190514115427377992030000,32138220190514115427377992030000,2019-05-15 07:00:01,2019-05-15 07:00:01,2019-05
010120190516000028628901000000,20180003,LN0031,20190010058047,20190508000000008414,ZJ35,91640100MA76DYNN3R,宁夏惠鑫帮车邦电子商务有限公司,108000.0,2019-05-15,2019-11-11,5.65,18.0,4,32138220190515151311500992030000,32138220190515151311500992030000,2019-05-16 07:00:01,2019-05-16 07:00:01,2019-05
010120190516000028630501000000,20180003,LN0031,20190010058046,20190508000000008413,ZJ35,91110105748808712J,北京胜瑞立商贸有限公司,47519.18,2019-05-15,2019-11-11,5.65,18.0,4,32138220190515151205498992030000,32138220190515151205498992030000,2019-05-16 07:00:01,2019-05-16 07:00:01,2019-05
010120190517000028789701000000,20180003,LN0031,20190010058067,20190510000000008460,ZJ35,91640100MA76D9U01H,宁夏兴伟帮车邦电子商务有限公司,100000.0,2019-05-16,2019-11-12,5.65,18.0,4,32138220190516151636002992030000,32138220190516151636002992030000,2019-05-17 07:00:01,2019-05-17 07:00:01,2019-05
010120190517000028789801000000,20180003,LN0031,20190010058061,20190510000000008459,ZJ35,91640100MA76D9UA32,宁夏浩源帮车邦电子商务有限公司,130030.0,2019-05-16,2019-11-12,5.65,18.0,4,32138220190516112752452992030000,32138220190516112752452992030000,2019-05-17 07:00:01,2019-05-17 07:00:01,2019-05
010120190517000028789901000000,20180003,LN0031,20190010058053,20190510000000008459,ZJ35,91640100MA76D9UA32,宁夏浩源帮车邦电子商务有限公司,100000.0,2019-05-16,2019-11-12,5.65,18.0,4,32138220190516095622008992030000,32138220190516095622008992030000,2019-05-17 07:00:01,2019-05-17 07:00:01,2019-05
010120190517000028790001000000,20180003,LN0031,20190010058071,20190116000000006553,ZJ35,91211400MA0XM0F53A,葫芦岛驰福电子商务有限公司,304474.0,2019-05-16,2019-11-05,5.65,18.0,4,32138220190516164325069992030000,32138220190516164325069992030000,2019-05-17 07:00:01,2019-05-17 07:00:01,2019-05
010120190517000028790101000000,20180003,LN0031,20190010058059,20190213000000006638,ZJ35,91110117MA00A60T5E,北京板子科技有限公司,590246.0,2019-05-16,2019-11-04,5.65,18.0,4,32138220190516105247445992030000,32138220190516105247445992030000,2019-05-17 07:00:01,2019-05-17 07:00:01,2019-05
010120190517000028790201000000,20180003,LN0031,20190010058068,20190116000000006553,ZJ35,91211400MA0XM0F53A,葫芦岛驰福电子商务有限公司,296867.0,2019-05-16,2019-11-05,5.65,18.0,4,32138220190516151813013992030000,32138220190516151813013992030000,2019-05-17 07:00:01,2019-05-17 07:00:01,2019-05
010120190517000028790301000000,20180003,LN0031,20190010058063,20190510000000008460,ZJ35,91640100MA76D9U01H,宁夏兴伟帮车邦电子商务有限公司,100000.0,2019-05-16,2019-11-12,5.65,18.0,4,32138220190516135906002992030000,32138220190516135906002992030000,2019-05-17 07:00:01,2019-05-17 07:00:01,2019-05
010120190517000028790401000000,20180003,LN0031,20190010058069,20190213000000006638,ZJ35,91110117MA00A60T5E,北京板子科技有限公司,206545.0,2019-05-16,2019-11-04,5.65,18.0,4,32138220190516160542025992030000,32138220190516160542025992030000,2019-05-17 07:00:01,2019-05-17 07:00:01,2019-05
010120190517000028790501000000,20180003,LN0031,20190010058058,20190123000000006603,ZJ35,91110105551408889T,北京盛世江东汽车文化有限公司,36571.0,2019-05-16,2019-11-12,5.65,18.0,4,32138220190516100726438992030000,32138220190516100726438992030000,2019-05-17 07:00:01,2019-05-17 07:00:01,2019-05
010120190517000028790701000000,20180003,LN0031,20190010058070,20190516000000008549,ZJ35,91110106MA017NYQ81,北京九斗星电源科技有限公司,364801.0,2019-05-16,2019-10-06,5.65,18.0,4,32138220190516160544027992030000,32138220190516160544027992030000,2019-05-17 07:00:01,2019-05-17 07:00:01,2019-05
010120190518000028869401000000,20180003,LN0031,20190010058098,20181129000000006304,ZJ35,91410104675388744T,郑州金牛轮胎有限公司,115246.0,2019-05-17,2019-11-13,5.65,18.0,4,32138220190517162555351992030000,32138220190517162555351992030000,2019-05-18 07:00:01,2019-05-18 07:00:01,2019-05
010120190518000028869601000000,20180003,LN0031,20190010058089,20181129000000006304,ZJ35,91410104675388744T,郑州金牛轮胎有限公司,218137.0,2019-05-17,2019-11-13,5.65,18.0,4,32138220190517143054091992030000,32138220190517143054091992030000,2019-05-18 07:00:01,2019-05-18 07:00:01,2019-05
010120190518000028869701000000,20180003,LN0031,20190010058097,20190129000000006625,ZJ35,91410104566484892X,河南双旺商贸有限公司,128530.0,2019-05-17,2019-10-07,5.65,18.0,4,32138220190517162553349992030000,32138220190517162553349992030000,2019-05-18 07:00:01,2019-05-18 07:00:01,2019-05
010120190518000028869801000000,20180003,LN0031,20190010058095,20181129000000006304,ZJ35,91410104675388744T,郑州金牛轮胎有限公司,220436.0,2019-05-17,2019-11-13,5.65,18.0,4,32138220190517155915340992030000,32138220190517155915340992030000,2019-05-18 07:00:01,2019-05-18 07:00:01,2019-05
010120190518000028869901000000,20180003,LN0031,20190010058094,20190117000000006569,ZJ35,91211400318730804Y,葫芦岛市兴东旗汽车修配有限公司,301900.0,2019-05-17,2019-10-07,5.65,18.0,4,32138220190517155829131992030000,32138220190517155829131992030000,2019-05-18 07:00:01,2019-05-18 07:00:01,2019-05
010120190518000028870101000000,20180003,LN0031,20190010058093,20190124000000006606,ZJ35,91440101MA59J0KF8B,广东海聚供应链有限公司,720710.0,2019-05-17,2019-09-27,5.65,18.0,4,32138220190517144254324992030000,32138220190517144254324992030000,2019-05-18 07:00:01,2019-05-18 07:00:01,2019-05
010120190518000028870201000000,20180003,LN0031,20190010058092,20190117000000006568,ZJ35,91211400MA0UGKU31K,葫芦岛市鑫盛商贸有限公司,304571.0,2019-05-17,2019-11-05,5.65,18.0,4,32138220190517144241120992030000,32138220190517144241120992030000,2019-05-18 07:00:01,2019-05-18 07:00:01,2019-05
010120190518000028870301000000,20180003,LN0031,20190010058100,20190117000000006568,ZJ35,91211400MA0UGKU31K,葫芦岛市鑫盛商贸有限公司,301076.0,2019-05-17,2019-11-05,5.65,18.0,4,32138220190517164752144992030000,32138220190517164752144992030000,2019-05-18 07:00:01,2019-05-18 07:00:01,2019-05
010120190518000028870401000000,20180003,LN0031,20190010058082,20181129000000006304,ZJ35,91410104675388744T,郑州金牛轮胎有限公司,200070.0,2019-05-17,2019-11-13,5.65,18.0,4,32138220190517113008085992030000,32138220190517113008085992030000,2019-05-18 07:00:01,2019-05-18 07:00:01,2019-05
010120190518000028870501000000,20180003,LN0031,20190010058074,20190116000000006553,ZJ35,91211400MA0XM0F53A,葫芦岛驰福电子商务有限公司,232930.0,2019-05-17,2019-11-05,5.65,18.0,4,32138220190517092719299992030000,32138220190517092719299992030000,2019-05-18 07:00:01,2019-05-18 07:00:01,2019-05
010120190518000028870701000000,20180003,LN0031,20190010058090,20190123000000006603,ZJ35,91110105551408889T,北京盛世江东汽车文化有限公司,72745.0,2019-05-17,2019-11-13,5.65,18.0,4,32138220190517143334093992030000,32138220190517143334093992030000,2019-05-18 07:00:01,2019-05-18 07:00:01,2019-05
010120190518000028870901000000,20180003,LN0031,20190010058099,20190129000000006625,ZJ35,91410104566484892X,河南双旺商贸有限公司,117440.0,2019-05-17,2019-10-07,5.65,18.0,4,32138220190517164526142992030000,32138220190517164526142992030000,2019-05-18 07:00:01,2019-05-18 07:00:01,2019-05
010120190521000029052801000000,20180003,LN0031,20190010061006,20190124000000006608,ZJ35,91440101661842408T,广州市炫业贸易有限公司,816455.0,2019-05-20,2019-10-31,5.65,18.0,4,32138220190520104534018992030000,32138220190520104534018992030000,2019-05-21 07:00:01,2019-05-21 07:00:01,2019-05
010120190521000029052901000000,20180003,LN0031,20190010061014,20190117000000006569,ZJ35,91211400318730804Y,葫芦岛市兴东旗汽车修配有限公司,282000.0,2019-05-20,2019-10-07,5.65,18.0,4,32138220190520163940034992030000,32138220190520163940034992030000,2019-05-21 07:00:01,2019-05-21 07:00:01,2019-05
010120190521000029053001000000,20180003,LN0031,20190010061013,20190117000000006569,ZJ35,91211400318730804Y,葫芦岛市兴东旗汽车修配有限公司,301776.0,2019-05-20,2019-10-07,5.65,18.0,4,32138220190520160322031992030000,32138220190520160322031992030000,2019-05-21 07:00:01,2019-05-21 07:00:01,2019-05
010120190521000029053101000000,20180003,LN0031,20190010061000,20190117000000006569,ZJ35,91211400318730804Y,葫芦岛市兴东旗汽车修配有限公司,301070.0,2019-05-20,2019-10-07,5.65,18.0,4,32138220190520094502003992030000,32138220190520094502003992030000,2019-05-21 07:00:01,2019-05-21 07:00:01,2019-05
010120190521000029053201000000,20180003,LN0031,20190010061005,20190129000000006627,ZJ35,91110106318361818L,北京车弛扬帆科技有限公司,819980.0,2019-05-20,2019-11-16,5.65,18.0,4,32138220190520104456013992030000,32138220190520104456013992030000,2019-05-21 07:00:01,2019-05-21 07:00:01,2019-05
010120190522000029118801000000,20180003,LN0031,20190010061015,20190123000000006603,ZJ35,91110105551408889T,北京盛世江东汽车文化有限公司,72045.0,2019-05-21,2019-11-17,5.65,18.0,4,32138220190521091236046992030000,32138220190521091236046992030000,2019-05-22 07:00:01,2019-05-22 07:00:01,2019-05
010120190522000029119101000000,20180003,LN0031,20190010061021,20190508000000008414,ZJ35,91640100MA76DYNN3R,宁夏惠鑫帮车邦电子商务有限公司,108000.0,2019-05-21,2019-11-17,5.65,18.0,4,32138220190521102313057992030000,32138220190521102313057992030000,2019-05-22 07:00:01,2019-05-22 07:00:01,2019-05
010120190522000029119401000000,20180003,LN0031,20190010061020,20190117000000006568,ZJ35,91211400MA0UGKU31K,葫芦岛市鑫盛商贸有限公司,245879.0,2019-05-21,2019-11-05,5.65,18.0,4,32138220190521101232509992030000,32138220190521101232509992030000,2019-05-22 07:00:01,2019-05-22 07:00:01,2019-05
010120190522000029119601000000,20180003,LN0031,20190010061037,20190123000000006603,ZJ35,91110105551408889T,北京盛世江东汽车文化有限公司,37153.0,2019-05-21,2019-11-17,5.65,18.0,4,32138220190521162153002992030000,32138220190521162153002992030000,2019-05-22 07:00:01,2019-05-22 07:00:01,2019-05
010120190523000029192101000000,20180003,LN0031,20190010061088,20190225000000006734,ZJ35,91370103307119110L,济南翼驰经贸有限公司,260780.0,2019-05-22,2019-11-18,5.65,18.0,4,32138220190522160417013992030000,32138220190522160417013992030000,2019-05-23 07:00:01,2019-05-23 07:00:01,2019-05
010120190523000029194001000000,20180003,LN0031,20190010061080,20190225000000006734,ZJ35,91370103307119110L,济南翼驰经贸有限公司,127630.0,2019-05-22,2019-11-18,5.65,18.0,4,32138220190522143120011992030000,32138220190522143120011992030000,2019-05-23 07:00:01,2019-05-23 07:00:01,2019-05
010120190524000029281501000000,20180003,LN0031,20190010061092,20190225000000006734,ZJ35,91370103307119110L,济南翼驰经贸有限公司,161437.0,2019-05-23,2019-11-19,5.65,18.0,4,32138220190523091948164992030000,32138220190523091948164992030000,2019-05-24 07:00:01,2019-05-24 07:00:01,2019-05
010120190524000029281601000000,20180003,LN0031,20190010061098,20190522000000008562,ZJ35,9111022810145620XE,北京天马通驰旅游客运有限公司,11799.82,2019-05-23,2019-11-19,5.65,18.0,4,32138220190523101847176992030000,32138220190523101847176992030000,2019-05-24 07:00:01,2019-05-24 07:00:01,2019-05
010120190524000029281701000000,20180003,LN0031,20190010061111,20190306000000006905,ZJ35,913301055660924421,杭州瀚元贸易有限公司,84960.89,2019-05-23,2019-11-19,5.65,18.0,4,32138220190523145843248992030000,32138220190523145843248992030000,2019-05-24 07:00:01,2019-05-24 07:00:01,2019-05
010120190524000029281901000000,20180003,LN0031,20190010061118,20190510000000008460,ZJ35,91640100MA76D9U01H,宁夏兴伟帮车邦电子商务有限公司,31900.0,2019-05-23,2019-11-19,5.65,18.0,4,32138220190523155712615992030000,32138220190523155712615992030000,2019-05-24 07:00:01,2019-05-24 07:00:01,2019-05
010120190524000029282001000000,20180003,LN0031,20190010061127,20190508000000008414,ZJ35,91640100MA76DYNN3R,宁夏惠鑫帮车邦电子商务有限公司,30000.0,2019-05-23,2019-11-19,5.65,18.0,4,32138220190523164250015992030000,32138220190523164250015992030000,2019-05-24 07:00:01,2019-05-24 07:00:01,2019-05
010120190524000029282101000000,20180003,LN0031,20190010061102,20190510000000008459,ZJ35,91640100MA76D9UA32,宁夏浩源帮车邦电子商务有限公司,27875.0,2019-05-23,2019-11-19,5.65,18.0,4,32138220190523103237559992030000,32138220190523103237559992030000,2019-05-24 07:00:01,2019-05-24 07:00:01,2019-05
010120190524000029282201000000,20180003,LN0031,20190010061117,20190306000000006905,ZJ35,913301055660924421,杭州瀚元贸易有限公司,94960.89,2019-05-23,2019-11-19,5.65,18.0,4,32138220190523154621611992030000,32138220190523154621611992030000,2019-05-24 07:00:01,2019-05-24 07:00:01,2019-05
010120190524000029282401000000,20180003,LN0031,20190010061116,20190225000000006734,ZJ35,91370103307119110L,济南翼驰经贸有限公司,135264.0,2019-05-23,2019-11-19,5.65,18.0,4,32138220190523154601266992030000,32138220190523154601266992030000,2019-05-24 07:00:01,2019-05-24 07:00:01,2019-05
010120190524000029282501000000,20180003,LN0031,20190010061101,20190522000000008562,ZJ35,9111022810145620XE,北京天马通驰旅游客运有限公司,156226.0,2019-05-23,2019-11-19,5.65,18.0,4,32138220190523101956182992030000,32138220190523101956182992030000,2019-05-24 07:00:01,2019-05-24 07:00:01,2019-05
010120190524000029282601000000,20180003,LN0031,20190010061121,20190306000000006905,ZJ35,913301055660924421,杭州瀚元贸易有限公司,94960.0,2019-05-23,2019-11-19,5.65,18.0,4,32138220190523162945634992030000,32138220190523162945634992030000,2019-05-24 07:00:01,2019-05-24 07:00:01,2019-05
010120190524000029282801000000,20180003,LN0031,20190010061110,20190225000000006734,ZJ35,91370103307119110L,济南翼驰经贸有限公司,160071.0,2019-05-23,2019-11-19,5.65,18.0,4,32138220190523144757588992030000,32138220190523144757588992030000,2019-05-24 07:00:01,2019-05-24 07:00:01,2019-05
010120190524000029282901000000,20180003,LN0031,20190010061112,20190510000000008459,ZJ35,91640100MA76D9UA32,宁夏浩源帮车邦电子商务有限公司,14600.0,2019-05-23,2019-11-19,5.65,18.0,4,32138220190523150724253992030000,32138220190523150724253992030000,2019-05-24 07:00:01,2019-05-24 07:00:01,2019-05
010120190524000029283201000000,20180003,LN0031,20190010061100,20190522000000008562,ZJ35,9111022810145620XE,北京天马通驰旅游客运有限公司,50712.54,2019-05-23,2019-11-19,5.65,18.0,4,32138220190523101943180992030000,32138220190523101943180992030000,2019-05-24 07:00:01,2019-05-24 07:00:01,2019-05
